format,freq
Classic Hits,101.1
Public,101.1
Religious,101.3
Top 40,101.3
Religious,101.5
Public,101.7
Public,101.9
Public,101.9
Religious,101.9
Country,102.1
Gospel,102.1
Classical,102.3
Classical,102.5
Hip Hop,102.5
A.C.,102.5
Talk,102.7
Classical,102.9
Public,102.9
Classic Hits,102.9
Chr. Contemp.,103.1
Gospel,103.1
Sports,103.1
Sports,102.9
Oldies,103.3
Religious,103.3
Chr. Contemp.,103.3
News/Talk,103.5
Country,103.5
Chr. Contemp.,103.7
Chr. Contemp.,103.7
Country,103.7
Country,105.9
Spa. Pop,101.7
Chr. Contemp.,103.9
Gospel,104.1
Country,104.3
Classic Hits,104.5
Reg. Mex.,104.5
Chr. Contemp.,104.7
Country,104.9
Country,96.7
Spa. Pop,103.3
Talk,105.1
Public,105.5
Talk,105.7
Religious,106.1
Religious,105.7
Religious,93.7
Hot AC,106.1
Reg. Mex.,106.3
Chr. Contemp.,106.3
Sports,106.3
Sports,105.9
Classical,106.3
Chr. Contemp.,106.3
Public,106.5
Public,106.7
Public,106.5
Religious,106.5
Religious,106.7
Religious,107.7
Chr. Contemp.,106.7
Chr. Contemp.,106.9
Chr. Contemp.,107.1
News/Talk,107.3
Classical,107.3
News/Talk,107.9
Rock,98.5
Classic Rock,106.9
Country,103.3
Religious,91.3
Country,100.3
Religious,105.1
Country,93.5
Top 40,93.7
Country,93.5
Classic Hits,107.3
Chr. Contemp.,95.5
A.C.,101.5
Classical,107.9
Country,98.1
Rock,105.3
Hip Hop,106.5
Talk,102.5
Hip Hop,92.1
Variety,107.1
News/Talk,107.5
A.A.A.,106.1
Public,89.1
Adult Hits,96.5
Public,88.9
College,90.9
College,90.9
Country,99.7
College,90.1
Oldies,92.1
Country,102.3
Public,90.7
Classical,91.7
Religious,105.3
Religious,91.7
A.C.,103.3
Reg. Mex.,96.9
Public,89.9
A.C.,95.7
Country,93.3
K-12,88.7
Rock,99.3
Hot AC,100.5
Chr. Contemp.,99.7
Religious,88.7
Country,97.3
Classic Hits,95.9
Country,104.5
Gospel,105.5
Top 40,91.1
Religious,107.1
Religious,89.7
Country,106.3
A.C.,95.3
Gospel,105.5
Public,91.9
Classical,98.3
Public,88.5
Classical,89.9
Public,88.1
Classical,90.3
Public,89.5
Public,90.1
Top 40,101.9
Oldies,103.9
Country,104.9
Hot AC,92.5
Talk,100.9
Public,90.5
Sports,106.7
Top 40,104.9
Top 40,102.7
Chr. Contemp.,88.5
Country,103.1
Country,99.1
Classic Hits,100.9
A.C.,101.9
Chr. Contemp.,89.3
Chr. Contemp.,90.5
Country,104.3
Country,105.5
Hot AC,93.7
Country,95.3
Urban,99.3
Urban,105.7
Classic Rock,96.5
Adult Hits,102.9
Religious,100.1
Top 40,98.3
Classic Hits,101.9
A.C.,101.7
Chr. Contemp.,90.1
Country,98.9
Talk,105.9
Country,101.7
Chr. Contemp.,89.7
Chr. Contemp.,102.9
Public,91.5
Country,98.3
News/Talk,105.9
Country,93.9
Country,100.7
College,91.3
Talk,106.3
Urban,107.7
Hot AC,96.1
Public,90.7
Public,89.9
Public,103.5
Public,90.1
Classic Hits,105.7
Gospel,88.1
Hot AC,100.7
Country,107.5
Adult Hits,93.7
Top 40,105.3
Rock,98.7
Variety,91.9
College,89.9
Hip Hop,91.1
Hot AC,106.3
Top 40,104.5
Classic Hits,105.5
Chr. Contemp.,91.1
Chr. Contemp.,90.3
Classic Hits,102.5
Religious,88.3
Hip Hop,102.9
Chr. Contemp.,91.3
Chr. Contemp.,89.9
Gospel,90.9
Chr. Contemp.,90.5
Chr. Contemp.,91.5
Religious,88.1
Country,107.1
Hot AC,94.9
Chr. Contemp.,90.1
Gospel,104.7
Public,88.3
Chr. Contemp.,90.9
A.C.,95.1
Top 40,100.7
Hot AC,105.5
Hot AC,97.7
Religious,88.1
Public,88.7
Religious,89.1
Classic Rock,96.3
Alternative,96.1
Chr. Contemp.,88.3
Top 40,94.5
Alternative,102.1
Chr. Contemp.,90.3
Adult Hits,106.1
Country,96.9
Country,94.9
A.C.,99.1
Classic Hits,93.5
Adult Hits,101.7
A.C.,93.1
Country,105.5
Public,91.1
Classic Hits,94.3
Religious,91.1
Gospel,107.1
A.C.,98.1
A.A.A.,92.3
Hot AC,103.7
Country,106.1
Country,102.5
Country,92.7
College,90.7
Urban,97.7
Urban,100.1
Classic Hits,92.9
Top 40,99.3
Classic Hits,102.7
Country,99.3
Country,92.9
Top 40,100.5
Urban,95.7
Variety,89.7
A.A.A.,101.5
Chr. Contemp.,90.9
Gospel,90.1
Public,89.9
Sports,94.1
Variety,91.3
Public,89.1
Public,91.9
Public,89.3
Public,88.5
Sports,101.7
A.C.,101.3
A.C.,107.7
Chr. Contemp.,88.1
Religious,89.1
Country,93.1
Classic Hits,105.1
Classic Rock,96.9
Classic Rock,97.5
Sports,94.3
Classic Hits,96.7
Country,105.5
Country,96.9
Oldies,95.3
Religious,90.3
A.C.,99.1
Classic Rock,101.3
College,88.7
Top 40,92.3
Country,107.3
A.A.A.,102.1
Religious,89.9
Public,89.5
Religious,91.5
Religious,99.7
Religious,99.9
Religious,103.9
Hip Hop,99.5
Country,107.9
Country,107.9
Country,99.9
Sports,100.5
Country,104.9
Oldies,101.3
Classic Hits,102.3
Chr. Contemp.,90.7
Classic Hits,95.3
Top 40,103.5
Oldies,106.9
Rock,97.9
Religious,89.3
Religious,91.1
Religious,91.9
Public,92.5
Public,99.1
A.A.A.,93.3
Public,93.3
Religious,93.5
Classical,93.5
Public,94.1
Public,94.3
Public,94.5
Classic Rock,94.5
Public,94.7
Religious,94.9
Religious,96.3
Top 40,96.3
Religious,96.5
Variety,96.5
Oldies,98.3
Sports,98.5
Sports,99.3
Public,99.5
Public,99.5
Public,99.5
Religious,99.7
News/Talk,100.1
A.A.A.,100.3
Talk,100.3
Talk,100.9
Public,101.1
News/Talk,101.7
Variety,101.9
Classic Hits,102.5
Variety,102.5
A.A.A.,104.7
Religious,105.5
A.C.,106.5
Religious,106.5
Classical,106.9
Classical,106.9
Public,94.3
Religious,90.5
Religious,89.9
Religious,91.9
Classic Hits,101.7
Variety,96.1
A.A.A.,95.7
Classic Hits,94.5
Alternative,102.7
A.C.,101.5
Hot AC,92.9
Chr. Contemp.,90.5
Chr. Contemp.,90.9
College,91.7
College,91.1
Religious,89.9
Religious,91.7
Religious,91.5
A.C.,97.7
Classic Rock,106.1
A.A.A.,93.7
College,91.3
Hot AC,102.3
Classic Rock,106.7
Country,105.3
A.C.,98.1
Country,94.5
College,90.7
A.A.A.,101.9
Classic Hits,92.7
Country,105.5
Country,93.9
Religious,104.1
Hot AC,92.1
Classical,88.1
A.A.A.,104.7
College,88.3
Country,98.9
Variety,91.5
Classic Rock,93.7
A.C.,100.3
Classic Hits,107.1
A.A.A.,103.1
College,91.1
A.A.A.,101.5
College,90.1
Public,88.7
A.A.A.,100.7
Country,97.5
Hot AC,96.7
Public,88.9
Classical,91.1
Public,88.5
Public,89.5
Public,107.9
College,90.7
Classical,106.9
Classical,95.1
Classical,90.1
Classical,102.1
Country,100.9
College,91.5
Adult Hits,103.3
Adult Hits,103.3
Classic Hits,93.9
Country,95.3
Public,90.5
Top 40,95.5
Country,107.1
Top 40,97.1
Public,88.1
Public,88.1
Public,88.1
Religious,88.1
Religious,88.1
Public,88.3
Public,88.3
Public,88.3
Religious,88.3
Religious,88.3
Public,88.5
Public,88.5
Religious,88.5
Chr. Contemp.,88.5
Public,88.7
Public,88.7
Public,88.9
Public,89.1
Public,89.3
Chr. Contemp.,89.3
Public,89.5
Public,89.5
Classical,89.5
Public,89.5
Public,89.5
Public,89.7
Public,89.7
Chr. Contemp.,89.7
Chr. Contemp.,89.7
Chr. Contemp.,89.9
Public,90.1
Public,90.1
Public,90.1
Public,90.1
Public,90.1
Public,90.1
Public,90.1
Public,90.1
Public,90.5
Religious,90.5
Public,90.5
Public,90.7
Chr. Contemp.,90.7
Public,90.7
Public,90.7
Public,90.9
Public,90.9
Public,90.9
Public,91.1
Public,91.1
Religious,91.3
Religious,91.3
Public,91.5
Public,91.5
Public,91.5
Public,91.5
Public,91.7
Spa. Chrstn.,91.7
Public,91.9
Public,91.9
Religious,91.9
Public,91.9
Public,91.9
Religious,91.9
A.C.,92.1
A.C.,92.1
Country,92.1
Public,92.1
Hot AC,92.3
Religious,92.5
Country,92.7
Unknown,92.9
News/Talk,93.1
Classic Rock,93.1
Classic Rock,92.5
Public,93.5
Public,93.5
Religious,93.7
Public,93.9
Hot AC,94.1
Hot AC,97.1
Chr. Contemp.,94.1
Country,94.3
Hot AC,94.3
Public,94.5
College,94.9
Country,95.1
Classic Rock,95.1
Country,95.3
Classic Hits,95.3
Hot AC,95.3
Religious,95.3
College,95.3
A.C.,95.5
Hot AC,95.5
Hot AC,95.9
Classical,96.1
News/Talk,96.3
A.C.,96.3
A.C.,96.5
A.C.,96.7
Country,96.7
A.C.,96.7
Country,96.7
Public,96.7
Variety,96.7
Hot AC,96.9
Public,97.3
Classic Hits,97.3
Classic Rock,97.3
Chr. Contemp.,97.5
Classic Rock,97.7
Country,97.7
Country,98.1
Country,98.1
Classic Hits,98.3
Top 40,98.3
Public,98.3
Public,94.5
Top 40,98.3
Public,98.3
A.C.,98.5
News/Talk,98.5
Classic Rock,98.7
Country,98.9
Hot AC,99.1
Country,99.1
Country,93.7
Public,99.1
Country,99.1
Classic Hits,99.3
Country,99.3
Classic Hits,99.3
Classic Hits,99.3
Classic Rock,99.5
News/Talk,99.7
News/Talk,107.3
Classic Hits,100.1
Public,100.1
News/Talk,100.1
Classical,100.3
Hot AC,100.3
Top 40,100.3
Top 40,100.9
Public,100.7
Classical,100.7
Country,101.1
Hot AC,101.1
Country,101.3
Oldies,101.5
Classic Hits,101.7
Public,101.7
Classic Hits,101.7
Unknown,101.7
Sports,101.9
Country,101.9
Country,102.1
News/Talk,102.1
Top 40,102.3
Top 40,102.3
Classic Hits,102.3
Public,102.3
Chr. Contemp.,102.5
Country,102.7
Sports,102.7
Sports,94.5
Hot AC,102.7
Public,102.7
A.C.,102.9
Country,102.9
A.C.,103.1
Classic Hits,103.1
Public,103.1
Unknown,103.3
Country,103.7
Country,103.5
A.C.,103.9
Country,103.9
Country,103.3
Public,103.9
Country,103.9
Country,104.1
Country,104.1
Country,99.5
Top 40,104.3
Classic Hits,104.3
Classic Rock,104.5
News/Talk,104.5
Public,104.5
Alternative,104.7
Alternative,104.7
Classic Rock,104.7
Classic Rock,104.9
Hot AC,104.9
Classic Hits,104.9
Classic Hits,104.9
Public,104.9
Country,104.9
A.C.,105.5
A.C.,105.5
A.C.,105.5
Country,105.5
Top 40,105.5
Public,105.5
Public,105.5
Country,105.9
Classic Hits,106.3
A.C.,106.3
Top 40,106.3
Country,106.3
Public,106.3
Classic Hits,106.3
Classic Hits,106.3
Unknown,106.3
Variety,106.7
A.C.,106.7
Public,106.9
Classical,106.9
Country,107.1
Classic Hits,107.1
Country,107.1
Country,107.1
Classic Hits,107.1
Public,107.1
Classic Hits,107.3
News/Talk,107.5
Classic Rock,107.7
Public,107.9
Rock,106.7
Rock,106.7
Alternative,88.9
Country,98.3
Oldies,92.7
Hot AC,98.7
Rock,101.1
Religious,90.5
A.C.,92.9
A.C.,92.9
Spa. Pop,106.3
Spa. Pop,106.3
Spa. Pop,106.3
Spa. Pop,106.3
Classical,89.1
A.C.,97.9
A.C.,97.9
Public,89.7
Religious,88.9
Country,94.9
A.C.,101.5
Public,88.3
Classic Rock,92.5
Country,97.1
Reg. Mex.,102.3
Reg. Mex.,102.3
Reg. Mex.,102.3
Reg. Mex.,102.3
Reg. Mex.,102.3
Country,105.5
Country,101.5
Country,101.5
Country,101.5
Country,101.5
Country,101.5
Country,101.5
Country,101.5
Reg. Mex.,107.1
Reg. Mex.,107.1
Reg. Mex.,107.1
Reg. Mex.,107.1
Reg. Mex.,107.1
Hip Hop,94.9
Hip Hop,94.9
Religious,91.9
Religious,91.7
Religious,91.7
Religious,90.7
Religious,90.5
Religious,89.9
Classic Hits,103.9
Alternative,101.9
A.C.,98.5
Country,107.3
Hot AC,99.5
Hot AC,99.5
Country,96.7
Chr. Contemp.,107.5
Unknown,93.7
Unknown,93.7
Country,105.5
Classic Hits,94.5
Classic Hits,94.5
Classic Rock,95.9
News/Talk,100.5
Reg. Mex.,104.7
Reg. Mex.,104.7
Reg. Mex.,104.7
Reg. Mex.,104.7
Reg. Mex.,104.7
Chr. Contemp.,88.7
Talk,105.9
Talk,105.9
Classic Hits,94.1
Classic Hits,94.1
K-12,91.7
Country,99.9
Public,91.7
K-12,88.1
Hot AC,105.1
Hot AC,105.1
Unknown,92.9
Unknown,99.9
Hot AC,96.7
Hot AC,96.7
Variety,90.9
Variety,90.9
A.C.,98.1
Hot AC,95.3
Classic Hits,98.9
Classic Rock,103.5
A.C.,100.3
A.C.,100.3
Public,90.3
News/Talk,102.7
Country,104.3
A.C.,103.1
A.C.,103.1
A.C.,103.1
A.C.,103.1
A.C.,103.1
A.C.,103.1
A.C.,103.1
College,91.1
Hot AC,92.1
Country,93.3
Top 40,105.1
Top 40,103.9
Public,90.1
Public,90.1
Public,90.1
Public,90.5
Religious,91.7
Public,88.1
A.A.A.,107.9
A.A.A.,107.9
A.A.A.,107.9
A.A.A.,107.9
A.A.A.,107.9
Public,89.3
Top 40,103.1
Public,88.5
Public,89.3
Public,89.5
Public,88.7
Public,91.5
Country,102.3
Hip Hop,92.5
Public,88.5
Top 40,94.5
Top 40,94.5
Hot AC,100.1
Country,97.7
Country,97.7
Top 40,92.1
Top 40,92.1
College,91.3
Alternative,96.3
Alternative,96.3
Top 40,94.3
Religious,95.5
Religious,95.5
Classic Hits,100.7
Classic Hits,100.7
Classic Hits,100.7
Classic Hits,100.7
Classic Hits,100.7
Classic Hits,100.7
Classic Rock,95.9
Top 40,97.1
Top 40,97.1
Variety,90.1
Sports,97.5
Sports,97.5
Sports,97.5
Sports,97.5
Sports,97.5
Sports,97.5
Religious,88.1
Spanish,88.1
Spa. Chrstn.,88.1
Spanish,88.1
Spa. Chrstn.,88.1
Chr. Contemp.,88.1
Religious,88.1
Religious,88.1
Religious,88.1
Religious,88.1
Religious,88.1
Religious,88.3
Public,88.3
Religious,88.3
Chr. Contemp.,88.5
Religious,88.5
Religious,88.5
Religious,88.7
Chr. Contemp.,88.9
Spa. Chrstn.,88.9
Spa. Chrstn.,89.1
Religious,89.1
Religious,89.1
Public,89.5
Chr. Contemp.,89.5
Spa. Chrstn.,89.5
Chr. Contemp.,89.7
Spa. Chrstn.,89.7
Religious,89.9
Chr. Contemp.,89.9
Chr. Contemp.,89.3
Spanish,89.9
Spa. Chrstn.,89.9
Chr. Contemp.,90.1
Spa. Chrstn.,90.1
Religious,90.1
Religious,90.7
Chr. Contemp.,90.1
Religious,90.1
Religious,90.3
Religious,90.3
Spa. Chrstn.,90.3
Public,90.3
Spa. Chrstn.,90.5
Chr. Contemp.,90.5
Religious,90.5
Religious,90.7
Religious,90.7
Chr. Contemp.,90.9
Religious,90.9
Spanish,90.9
Religious,90.9
Spa. Chrstn.,90.9
Religious,91.1
Spa. Chrstn.,91.1
Religious,91.1
Religious,91.1
Religious,91.1
Religious,91.1
Religious,91.3
Chr. Contemp.,91.5
Religious,91.5
Religious,91.3
Spa. Chrstn.,91.5
Religious,91.5
Religious,91.5
Religious,91.5
Religious,91.5
Religious,91.7
Religious,91.7
Religious,91.7
Spanish,91.7
Religious,91.7
Religious,102.5
Religious,91.9
Religious,102.5
Chr. Contemp.,91.9
Religious,91.9
Spa. Chrstn.,91.9
Religious,91.9
Religious,91.9
Spa. Chrstn.,91.9
Religious,91.9
Religious,91.9
Public,91.9
Religious,92.1
A.C.,92.1
Chr. Contemp.,92.3
Chr. Contemp.,92.3
Spanish,92.3
Reg. Mex.,92.3
Chr. Contemp.,92.5
Chr. Contemp.,92.7
Religious,92.9
Spa. Chrstn.,92.9
Classical,92.9
Chr. Contemp.,93.1
Religious,93.1
Religious,101.7
Spanish,93.1
Country,93.1
Spanish,93.1
Spanish,93.1
Classic Hits,93.1
Spa. Chrstn.,93.3
Spa. Chrstn.,93.3
Country,93.3
Religious,93.3
Chr. Contemp.,93.5
Top 40,93.5
Country,93.5
Spa. Chrstn.,93.7
Spa. Chrstn.,93.7
News/Talk,93.7
News/Talk,95.1
News/Talk,93.9
Reg. Mex.,93.9
Country,94.1
Spa. Chrstn.,94.1
A.C.,94.1
Gospel,94.5
Classic Hits,94.5
Chr. Contemp.,94.5
Religious,94.5
Chr. Contemp.,94.7
News/Talk,97.5
Public,94.9
Spa. Chrstn.,94.9
Variety,95.1
Unknown,95.1
Spa. Chrstn.,95.1
Spa. Chrstn.,95.1
Classic Hits,95.1
News/Talk,95.1
Gospel,95.3
Unknown,95.3
Chr. Contemp.,95.3
News/Talk,95.5
Religious,95.5
News/Talk,95.7
Sports,95.7
Sports,101.9
Spa. Chrstn.,95.7
Sports,95.7
Country,95.7
Country,95.7
Gospel,95.9
Gospel,96.9
Religious,95.9
Religious,95.9
Religious,95.1
Sports,96.1
Chr. Contemp.,96.1
Chr. Contemp.,96.1
Country,96.3
Classic Hits,96.3
Classic Hits,101.5
A.C.,96.3
A.C.,95.9
Sports,96.5
Spa. Chrstn.,96.5
Chr. Contemp.,96.5
Classical,96.7
Classical,96.7
Sports,96.9
Sports,97.1
Chr. Contemp.,97.3
Religious,97.3
Chr. Contemp.,97.5
News/Talk,97.5
Religious,97.5
Spanish,97.5
Spanish,97.5
Adult Hits,97.5
Nostalgia,97.5
Country,97.5
Adult Hits,97.7
Hot AC,97.7
Top 40,97.7
Nostalgia,97.9
Religious,98.1
Spanish,98.1
Spanish,100.7
Spanish,98.1
Spanish,98.3
Reg. Mex.,98.5
Sports,98.5
Sports,98.7
Religious,98.7
Religious,98.7
Religious,101.1
Chr. Contemp.,98.7
Hip Hop,98.7
Hip Hop,98.7
Religious,98.7
Country,98.7
Nostalgia,98.9
Nostalgia,98.9
Chr. Contemp.,98.9
Spanish,98.9
News/Talk,98.9
News/Talk,98.7
Reg. Mex.,99.1
Chr. Contemp.,99.1
Religious,99.1
Sports,99.1
Sports,92.3
Public,99.3
Classic Hits,99.3
Country,99.3
Public,99.5
Chr. Contemp.,99.5
Chr. Contemp.,99.7
News/Talk,99.7
Religious,99.9
Country,99.9
Public,100.1
Reg. Mex.,100.1
Chr. Contemp.,100.5
Spa. Chrstn.,100.5
Talk,100.7
Country,100.7
Sports,100.9
Chr. Contemp.,100.9
Urban,101.1
Urban,101.3
Oldies,101.3
Religious,101.3
Chr. Contemp.,101.3
Chr. Contemp.,101.5
Unknown,101.5
Chr. Contemp.,101.5
Spa. Chrstn.,92.7
Chr. Contemp.,101.5
Oldies,101.5
Oldies,101.5
Spa. Chrstn.,101.5
Religious,101.7
Chr. Contemp.,101.7
Classic Hits,101.9
Chr. Contemp.,102.1
Chr. Contemp.,102.1
Spa. Chrstn.,102.3
Spa. Chrstn.,102.5
Religious,102.3
Reg. Mex.,102.3
Spa. Chrstn.,102.5
Spanish,102.5
Adult Hits,102.5
Reg. Mex.,102.7
Gospel,102.7
Chr. Contemp.,102.7
Sports,102.7
Reg. Mex.,102.7
Nostalgia,102.9
Nostalgia,102.9
Country,102.9
Sports,103.1
Top 40,103.3
A.C.,103.3
Religious,103.3
Sports,103.3
Top 40,103.3
Spa. Chrstn.,103.5
Spa. Chrstn.,103.5
Spa. Chrstn.,95.3
Nostalgia,103.7
Religious,103.7
Sports,103.7
Classic Hits,103.9
Chr. Contemp.,103.9
Religious,104.1
Reg. Mex.,104.3
Reg. Mex.,104.3
Reg. Mex.,104.3
Urban,104.5
Alternative,104.5
Sports,104.7
Sports,103.3
Religious,104.7
Country,104.9
Religious,104.9
Classic Hits,104.9
Country,105.1
Country,105.1
Chr. Contemp.,105.1
Classic Hits,105.3
Oldies,105.3
Alternative,105.3
Country,105.3
Classic Hits,105.5
Spa. Chrstn.,105.5
Gospel,105.5
A.C.,105.7
Religious,105.7
Country,105.9
Public,105.9
Public,102.1
Nostalgia,105.9
A.C.,105.9
Religious,106.1
Religious,106.3
Oldies,106.1
Chr. Contemp.,106.1
Classic Rock,106.1
Spa. Chrstn.,106.1
Urban,106.1
Country,106.1
Oldies,106.3
Religious,106.3
Chr. Contemp.,106.3
Sports,106.5
Spanish,106.7
Religious,106.7
Spa. Chrstn.,106.9
Chr. Contemp.,106.9
Country,106.9
Chr. Contemp.,107.1
Oldies,107.1
Chr. Contemp.,107.1
Talk,107.1
Country,107.1
Spa. Chrstn.,107.1
News/Talk,107.1
Country,107.3
Religious,107.5
Gospel,107.5
Religious,107.9
Chr. Contemp.,107.9
Classic Hits,107.9
Spa. Chrstn.,90.3
Country,95.1
Rock,89.7
Country,101.9
Country,105.5
Public,89.5
College,89.9
Religious,88.3
Religious,88.3
Top 40,95.5
Country,96.1
Religious,89.1
Chr. Contemp.,90.5
Hip Hop,97.7
Nostalgia,105.9
Reg. Mex.,95.5
Country,97.3
Classic Hits,107.3
Religious,91.9
Classic Hits,97.7
Country,92.7
Spa. Pop,104.9
Spanish,105.1
Public,90.9
Hot AC,94.7
Chr. Contemp.,90.1
Reg. Mex.,103.5
Religious,91.1
Classic Hits,107.3
Reg. Mex.,99.3
Religious,91.3
Country,95.7
Country,100.7
Religious,88.1
Country,101.9
Country,97.7
Country,107.1
Religious,90.9
Religious,90.7
Religious,91.9
Chr. Contemp.,89.7
Chr. Contemp.,88.3
Country,103.7
Country,101.7
Religious,88.5
Hip Hop,106.9
Urban,88.7
Religious,90.5
Spa. Chrstn.,90.3
Rock,100.9
Rock,99.9
Hip Hop,98.5
Religious,91.5
Country,99.7
Religious,89.9
Reg. Mex.,100.5
Reg. Mex.,100.5
Unknown,91.7
Reg. Mex.,96.1
Country,103.9
Hip Hop,97.9
Top 40,104.1
Classic Hits,95.7
Urban,104.9
Spa. Chrstn.,105.7
Religious,90.3
Religious,91.3
Religious,91.5
Hip Hop,102.7
Religious,88.5
Religious,89.5
Reg. Mex.,97.5
Chr. Contemp.,91.7
Spa. Chrstn.,89.9
Spa. Chrstn.,88.3
Classic Rock,93.9
Spa. Pop,98.3
Adult Hits,103.5
Country,93.5
News/Talk,95.9
Rock,102.5
Spa. Chrstn.,89.3
Country,95.7
Spa. Chrstn.,89.1
Hip Hop,104.9
Spa. Pop,96.1
Hot AC,94.3
Gospel,90.3
Country,104.9
Classic Rock,101.9
Urban,91.1
Hip Hop,101.9
Hip Hop,97.9
Hot AC,99.7
Rock,106.3
Country,92.1
Religious,91.5
Chr. Contemp.,90.9
Chr. Contemp.,107.7
Top 40,103.7
Sports,99.7
Reg. Mex.,106.7
Country,95.9
Religious,88.5
Oldies,100.1
Spa. Chrstn.,105.5
Classic Hits,92.5
A.C.,96.3
Chr. Contemp.,93.9
Top 40,103.3
Unknown,88.1
Country,96.1
Reg. Mex.,92.3
Country,100.3
Spa. Chrstn.,92.1
Country,92.9
Religious,91.5
Oldies,95.3
Spanish,103.3
Alternative,102.1
Religious,91.3
Public,91.5
Religious,89.9
Country,94.1
Hot AC,102.9
Classic Rock,103.3
Country,106.9
Reg. Mex.,107.9
Country,105.1
Religious,88.5
Public,90.3
Country,103.1
Oldies,99.3
Rock,97.1
Spa. Chrstn.,101.7
Hot AC,98.7
Chr. Contemp.,102.5
Country,94.5
Oldies,88.5
Public,89.1
Religious,88.7
Spa. Chrstn.,89.5
Country,89.7
Public,90.1
Spa. Chrstn.,106.3
Spa. Chrstn.,104.7
Sports,103.3
Reg. Mex.,92.7
Spa. Pop,107.1
Chr. Contemp.,99.7
Public,88.9
Classic Hits,92.3
Classic Hits,95.1
Gospel,103.5
Classic Hits,93.7
Rock,107.9
Spa. Pop,102.9
A.C.,99.1
A.A.A.,107.9
Spa. Chrstn.,89.5
Religious,88.1
Country,106.1
Chr. Contemp.,105.9
Rock,94.5
Sports,97.5
Unknown,93.9
Chr. Contemp.,88.7
Rock,94.5
Country,94.3
Spanish,88.1
Country,97.5
Country,95.9
Country,96.5
Country,104.3
Reg. Mex.,99.1
Classic Rock,102.1
Classic Hits,98.5
Country,104.3
Reg. Mex.,98.5
Reg. Mex.,98.5
Unknown,90.7
Reg. Mex.,92.1
Reg. Mex.,96.3
Gospel,88.5
Country,97.5
Chr. Contemp.,88.1
Classic Rock,107.5
Religious,91.3
Country,97.9
Chr. Contemp.,88.1
Chr. Contemp.,91.1
Reg. Mex.,94.7
A.A.A.,93.3
Gospel,90.9
Top 40,91.1
Spa. Chrstn.,91.1
Reg. Mex.,107.1
Unknown,102.1
Religious,91.7
Religious,105.7
Religious,91.9
Religious,89.3
Country,96.3
Top 40,96.7
Unknown,91.3
Spanish,103.1
Religious,88.5
Public,88.1
Chr. Contemp.,103.7
Country,93.1
Top 40,106.1
Spa. Chrstn.,91.1
Country,99.1
Hot AC,106.3
Country,102.5
Religious,91.5
Classic Rock,104.3
Hot AC,96.5
Reg. Mex.,94.9
Country,92.1
Religious,91.9
Religious,88.9
Classic Rock,106.9
Religious,92.5
Country,94.9
Religious,91.5
Classic Rock,102.7
Hot AC,98.3
Urban,92.3
Religious,92.3
Country,93.5
Country,100.3
Hot AC,92.7
Spa. Pop,93.9
Rock,106.1
Country,96.1
Rock,99.5
Urban,107.3
Top 40,92.7
Oldies,102.9
Religious,91.1
Country,92.7
Country,107.9
Country,106.7
Top 40,94.7
Religious,92.7
A.C.,107.3
Spa. Pop,104.9
Country,94.1
Country,103.3
Country,105.3
Gospel,90.5
Public,88.9
Public,105.7
Reg. Mex.,103.9
Adult Hits,100.3
Religious,89.7
Reg. Mex.,103.5
Reg. Mex.,103.3
Religious,88.3
Religious,88.3
Gospel,104.5
Sports,103.9
Adult Hits,102.7
Rock,92.7
Country,92.9
Classic Hits,98.1
Country,103.1
Country,103.1
Hip Hop,104.5
Spanish,93.7
Religious,88.7
Classic Hits,92.5
Top 40,95.7
Spanish,106.3
Religious,100.7
Chr. Contemp.,88.7
Chr. Contemp.,90.9
Chr. Contemp.,89.5
A.C.,95.5
Top 40,104.5
Country,96.5
Top 40,102.3
Reg. Mex.,99.5
Classic Rock,96.1
Country,104.1
Oldies,106.1
Spa. Chrstn.,88.1
A.A.A.,91.7
Country,106.9
Country,102.5
Hot AC,104.7
A.C.,97.5
Rock,95.5
Classic Hits,93.7
Spanish,88.1
Classic Rock,93.7
Chr. Contemp.,88.1
Oldies,104.9
Public,88.9
Reg. Mex.,95.7
Rock,107.3
Country,106.9
Religious,89.9
Sports,105.5
Top 40,93.3
Spa. Chrstn.,93.3
Reg. Mex.,107.7
Chr. Contemp.,99.9
Country,96.3
Chr. Contemp.,91.9
Spa. Chrstn.,98.9
Reg. Mex.,94.1
Spa. Pop,101.1
Top 40,98.9
Reg. Mex.,104.3
Chr. Contemp.,88.5
Country,105.3
Spa. Chrstn.,89.7
Classic Hits,101.7
Hot AC,96.5
Reg. Mex.,102.9
Chr. Contemp.,90.9
A.C.,94.1
A.C.,94.1
Chr. Contemp.,94.9
Classic Rock,106.9
Country,99.9
Classic Hits,98.7
Chr. Contemp.,90.5
Country,93.5
Alternative,98.9
Hot AC,107.7
Reg. Mex.,107.1
Classic Rock,102.5
Spa. Chrstn.,105.1
Oldies,96.9
Public,88.7
Urban,106.1
Religious,91.9
Classical,89.5
Country,103.9
Country,105.1
Urban,102.1
Reg. Mex.,98.3
Country,102.5
Country,93.1
Chr. Contemp.,106.3
Classic Rock,95.5
Top 40,100.3
Reg. Mex.,101.3
Religious,89.5
Country,99.9
Spa. Chrstn.,90.5
Unknown,95.9
Chr. Contemp.,88.5
Country,96.1
Reg. Mex.,107.5
Country,100.5
A.C.,92.5
Hot AC,94.1
Classic Hits,93.9
Hip Hop,95.1
Reg. Mex.,106.9
